County,Candidate,Party,Share,Votes
CLARION,"DUMAS, LORI A",DEM,10.82%,"1,551"
CLARION,"SPURGEON, DAVID LEE",DEM,10.43%,"1,496"
CLARION,"WALLACE, STACY MARIE",REP,40.91%,"5,867"
CLARION,"CROMPTON, DREW",REP,37.84%,"5,426"
CLEARFIELD,"DUMAS, LORI A",DEM,14.46%,"4,317"
CLEARFIELD,"SPURGEON, DAVID LEE",DEM,12.68%,"3,787"
CLEARFIELD,"WALLACE, STACY MARIE",REP,38.37%,"11,459"
CLEARFIELD,"CROMPTON, DREW",REP,34.50%,"10,302"
CLINTON,"DUMAS, LORI A",DEM,17.87%,"2,082"
CLINTON,"SPURGEON, DAVID LEE",DEM,15.83%,"1,845"
CLINTON,"WALLACE, STACY MARIE",REP,35.69%,"4,159"
CLINTON,"CROMPTON, DREW",REP,30.61%,"3,567"
COLUMBIA,"DUMAS, LORI A",DEM,0.00%,0
COLUMBIA,"SPURGEON, DAVID LEE",DEM,0.00%,0
COLUMBIA,"WALLACE, STACY MARIE",REP,0.00%,0
COLUMBIA,"CROMPTON, DREW",REP,0.00%,0
CRAWFORD,"DUMAS, LORI A",DEM,13.35%,"1,963"
CRAWFORD,"SPURGEON, DAVID LEE",DEM,11.98%,"1,761"
CRAWFORD,"WALLACE, STACY MARIE",REP,38.71%,"5,693"
CRAWFORD,"CROMPTON, DREW",REP,35.96%,"5,288"
CUMBERLAND,"DUMAS, LORI A",DEM,15.38%,"12,388"
CUMBERLAND,"SPURGEON, DAVID LEE",DEM,14.74%,"11,873"
CUMBERLAND,"WALLACE, STACY MARIE",REP,34.92%,"28,120"
CUMBERLAND,"CROMPTON, DREW",REP,34.96%,"28,153"
DAUPHIN,"DUMAS, LORI A",DEM,31.38%,"20,013"
DAUPHIN,"SPURGEON, DAVID LEE",DEM,26.68%,"17,020"
DAUPHIN,"WALLACE, STACY MARIE",REP,21.28%,"13,570"
DAUPHIN,"CROMPTON, DREW",REP,20.66%,"13,180"
DELAWARE,"DUMAS, LORI A",DEM,0.00%,0
DELAWARE,"SPURGEON, DAVID LEE",DEM,0.00%,0
DELAWARE,"WALLACE, STACY MARIE",REP,0.00%,0
DELAWARE,"CROMPTON, DREW",REP,0.00%,0
ELK,"DUMAS, LORI A",DEM,16.63%,"2,204"
ELK,"SPURGEON, DAVID LEE",DEM,14.84%,"1,967"
ELK,"WALLACE, STACY MARIE",REP,35.85%,"4,751"
ELK,"CROMPTON, DREW",REP,32.67%,"4,330"
ERIE,"DUMAS, LORI A",DEM,29.15%,"22,599"
ERIE,"SPURGEON, DAVID LEE",DEM,25.13%,"19,481"
ERIE,"WALLACE, STACY MARIE",REP,25.36%,"19,656"
ERIE,"CROMPTON, DREW",REP,20.36%,"15,787"
FAYETTE,"DUMAS, LORI A",DEM,20.51%,"7,644"
FAYETTE,"SPURGEON, DAVID LEE",DEM,18.93%,"7,055"
FAYETTE,"WALLACE, STACY MARIE",REP,32.01%,"11,931"
FAYETTE,"CROMPTON, DREW",REP,28.55%,"10,639"
FOREST,"DUMAS, LORI A",DEM,14.42%,398
FOREST,"SPURGEON, DAVID LEE",DEM,13.91%,384
FOREST,"WALLACE, STACY MARIE",REP,37.61%,"1,038"
FOREST,"CROMPTON, DREW",REP,34.06%,940
FRANKLIN,"DUMAS, LORI A",DEM,8.96%,"3,790"
FRANKLIN,"SPURGEON, DAVID LEE",DEM,7.63%,"3,229"
FRANKLIN,"WALLACE, STACY MARIE",REP,42.73%,"18,077"
FRANKLIN,"CROMPTON, DREW",REP,40.67%,"17,206"
FULTON,"DUMAS, LORI A",DEM,0.00%,0
FULTON,"SPURGEON, DAVID LEE",DEM,0.00%,0
FULTON,"WALLACE, STACY MARIE",REP,0.00%,0
FULTON,"CROMPTON, DREW",REP,0.00%,0
GREENE,"DUMAS, LORI A",DEM,13.36%,"1,451"
GREENE,"SPURGEON, DAVID LEE",DEM,13.20%,"1,433"
GREENE,"WALLACE, STACY MARIE",REP,37.54%,"4,077"
GREENE,"CROMPTON, DREW",REP,35.90%,"3,899"
HUNTINGDON,"DUMAS, LORI A",DEM,13.62%,"2,140"
HUNTINGDON,"SPURGEON, DAVID LEE",DEM,11.51%,"1,808"
HUNTINGDON,"WALLACE, STACY MARIE",REP,39.04%,"6,132"
HUNTINGDON,"CROMPTON, DREW",REP,35.82%,"5,627"
INDIANA,"DUMAS, LORI A",DEM,12.40%,"3,191"
INDIANA,"SPURGEON, DAVID LEE",DEM,11.63%,"2,991"
INDIANA,"WALLACE, STACY MARIE",REP,39.94%,"10,275"
INDIANA,"CROMPTON, DREW",REP,36.03%,"9,270"
JEFFERSON,"DUMAS, LORI A",DEM,11.20%,"1,999"
JEFFERSON,"SPURGEON, DAVID LEE",DEM,9.94%,"1,774"
JEFFERSON,"WALLACE, STACY MARIE",REP,41.31%,"7,373"
JEFFERSON,"CROMPTON, DREW",REP,37.55%,"6,703"
JUNIATA,"DUMAS, LORI A",DEM,11.03%,935
JUNIATA,"SPURGEON, DAVID LEE",DEM,9.67%,820
JUNIATA,"WALLACE, STACY MARIE",REP,40.38%,"3,423"
JUNIATA,"CROMPTON, DREW",REP,38.91%,"3,298"
LACKAWANNA,"DUMAS, LORI A",DEM,31.36%,"26,519"
LACKAWANNA,"SPURGEON, DAVID LEE",DEM,26.71%,"22,591"
LACKAWANNA,"WALLACE, STACY MARIE",REP,22.35%,"18,903"
LACKAWANNA,"CROMPTON, DREW",REP,19.57%,"16,553"
LANCASTER,"DUMAS, LORI A",DEM,0.00%,0
LANCASTER,"SPURGEON, DAVID LEE",DEM,0.00%,0
LANCASTER,"WALLACE, STACY MARIE",REP,0.00%,0
LANCASTER,"CROMPTON, DREW",REP,0.00%,0
LAWRENCE,"DUMAS, LORI A",DEM,0.00%,0
LAWRENCE,"SPURGEON, DAVID LEE",DEM,0.00%,0
LAWRENCE,"WALLACE, STACY MARIE",REP,0.00%,0
LAWRENCE,"CROMPTON, DREW",REP,0.00%,0
LEBANON,"DUMAS, LORI A",DEM,16.37%,"8,250"
LEBANON,"SPURGEON, DAVID LEE",DEM,14.32%,"7,217"
LEBANON,"WALLACE, STACY MARIE",REP,35.11%,"17,695"
LEBANON,"CROMPTON, DREW",REP,34.20%,"17,236"
LEHIGH,"DUMAS, LORI A",DEM,25.99%,"21,686"
LEHIGH,"SPURGEON, DAVID LEE",DEM,23.49%,"19,602"
LEHIGH,"WALLACE, STACY MARIE",REP,25.66%,"21,409"
LEHIGH,"CROMPTON, DREW",REP,24.86%,"20,745"
LUZERNE,"DUMAS, LORI A",DEM,37.81%,"11,395"
LUZERNE,"SPURGEON, DAVID LEE",DEM,34.12%,"10,284"
LUZERNE,"WALLACE, STACY MARIE",REP,15.04%,"4,532"
LUZERNE,"CROMPTON, DREW",REP,13.03%,"3,927"
LYCOMING,"DUMAS, LORI A",DEM,14.14%,"5,780"
LYCOMING,"SPURGEON, DAVID LEE",DEM,12.49%,"5,106"
LYCOMING,"WALLACE, STACY MARIE",REP,37.87%,"15,482"
LYCOMING,"CROMPTON, DREW",REP,35.50%,"14,512"
McKEAN,"DUMAS, LORI A",DEM,16.47%,965
McKEAN,"SPURGEON, DAVID LEE",DEM,14.06%,824
McKEAN,"WALLACE, STACY MARIE",REP,38.33%,"2,246"
McKEAN,"CROMPTON, DREW",REP,31.13%,"1,824"
MERCER,"DUMAS, LORI A",DEM,11.86%,"2,672"
MERCER,"SPURGEON, DAVID LEE",DEM,9.97%,"2,246"
MERCER,"WALLACE, STACY MARIE",REP,40.85%,"9,207"
MERCER,"CROMPTON, DREW",REP,37.33%,"8,412"
MIFFLIN,"DUMAS, LORI A",DEM,11.07%,"1,702"
MIFFLIN,"SPURGEON, DAVID LEE",DEM,9.95%,"1,529"
MIFFLIN,"WALLACE, STACY MARIE",REP,40.45%,"6,218"
MIFFLIN,"CROMPTON, DREW",REP,38.53%,"5,923"
MONROE,"DUMAS, LORI A",DEM,20.44%,"5,919"
MONROE,"SPURGEON, DAVID LEE",DEM,16.30%,"4,721"
MONROE,"WALLACE, STACY MARIE",REP,32.81%,"9,500"
MONROE,"CROMPTON, DREW",REP,30.44%,"8,815"
MONTGOMERY,"DUMAS, LORI A",DEM,41.43%,"29,180"
MONTGOMERY,"SPURGEON, DAVID LEE",DEM,38.79%,"27,320"
MONTGOMERY,"WALLACE, STACY MARIE",REP,10.23%,"7,202"
MONTGOMERY,"CROMPTON, DREW",REP,9.55%,"6,729"
MONTOUR,"DUMAS, LORI A",DEM,0.00%,0
MONTOUR,"SPURGEON, DAVID LEE",DEM,0.00%,0
MONTOUR,"WALLACE, STACY MARIE",REP,0.00%,0
MONTOUR,"CROMPTON, DREW",REP,0.00%,0
NORTHAMPTON,"DUMAS, LORI A",DEM,30.35%,"25,167"
NORTHAMPTON,"SPURGEON, DAVID LEE",DEM,28.28%,"23,454"
NORTHAMPTON,"WALLACE, STACY MARIE",REP,20.94%,"17,362"
NORTHAMPTON,"CROMPTON, DREW",REP,20.43%,"16,943"
NORTHUMBERLAND,"DUMAS, LORI A",DEM,17.07%,"4,851"
NORTHUMBERLAND,"SPURGEON, DAVID LEE",DEM,14.73%,"4,185"
NORTHUMBERLAND,"WALLACE, STACY MARIE",REP,35.36%,"10,050"
NORTHUMBERLAND,"CROMPTON, DREW",REP,32.84%,"9,333"
PERRY,"DUMAS, LORI A",DEM,12.11%,"1,935"
PERRY,"SPURGEON, DAVID LEE",DEM,10.82%,"1,730"
PERRY,"WALLACE, STACY MARIE",REP,39.00%,"6,234"
PERRY,"CROMPTON, DREW",REP,38.07%,"6,085"
PHILADELPHIA,"DUMAS, LORI A",DEM,40.67%,"113,993"
PHILADELPHIA,"SPURGEON, DAVID LEE",DEM,37.46%,"105,004"
PHILADELPHIA,"WALLACE, STACY MARIE",REP,11.12%,"31,182"
PHILADELPHIA,"CROMPTON, DREW",REP,10.75%,"30,119"
PIKE,"DUMAS, LORI A",DEM,20.70%,"4,766"
PIKE,"SPURGEON, DAVID LEE",DEM,18.03%,"4,150"
PIKE,"WALLACE, STACY MARIE",REP,31.55%,"7,263"
PIKE,"CROMPTON, DREW",REP,29.72%,"6,841"
POTTER,"DUMAS, LORI A",DEM,11.33%,836
POTTER,"SPURGEON, DAVID LEE",DEM,10.40%,767
POTTER,"WALLACE, STACY MARIE",REP,40.35%,"2,977"
POTTER,"CROMPTON, DREW",REP,37.92%,"2,798"
SCHUYLKILL,"DUMAS, LORI A",DEM,17.26%,"9,672"
SCHUYLKILL,"SPURGEON, DAVID LEE",DEM,14.29%,"8,009"
SCHUYLKILL,"WALLACE, STACY MARIE",REP,36.05%,"20,198"
SCHUYLKILL,"CROMPTON, DREW",REP,32.40%,"18,151"
SNYDER,"DUMAS, LORI A",DEM,12.79%,"1,845"
SNYDER,"SPURGEON, DAVID LEE",DEM,11.59%,"1,672"
SNYDER,"WALLACE, STACY MARIE",REP,38.67%,"5,578"
SNYDER,"CROMPTON, DREW",REP,36.95%,"5,329"
SOMERSET,"DUMAS, LORI A",DEM,12.60%,"4,337"
SOMERSET,"SPURGEON, DAVID LEE",DEM,11.23%,"3,863"
SOMERSET,"WALLACE, STACY MARIE",REP,39.77%,"13,687"
SOMERSET,"CROMPTON, DREW",REP,36.40%,"12,527"
SULLIVAN,"DUMAS, LORI A",DEM,14.66%,478
SULLIVAN,"SPURGEON, DAVID LEE",DEM,12.82%,418
SULLIVAN,"WALLACE, STACY MARIE",REP,38.03%,"1,240"
SULLIVAN,"CROMPTON, DREW",REP,34.50%,"1,125"
SUSQUEHANNA,"DUMAS, LORI A",DEM,15.26%,"2,322"
SUSQUEHANNA,"SPURGEON, DAVID LEE",DEM,13.29%,"2,022"
SUSQUEHANNA,"WALLACE, STACY MARIE",REP,37.09%,"5,644"
SUSQUEHANNA,"CROMPTON, DREW",REP,34.37%,"5,230"
TIOGA,"DUMAS, LORI A",DEM,9.08%,"1,204"
TIOGA,"SPURGEON, DAVID LEE",DEM,7.68%,"1,018"
TIOGA,"WALLACE, STACY MARIE",REP,42.12%,"5,583"
TIOGA,"CROMPTON, DREW",REP,41.11%,"5,449"
UNION,"DUMAS, LORI A",DEM,19.13%,"3,112"
UNION,"SPURGEON, DAVID LEE",DEM,17.03%,"2,769"
UNION,"WALLACE, STACY MARIE",REP,32.74%,"5,325"
UNION,"CROMPTON, DREW",REP,31.10%,"5,058"
VENANGO,"DUMAS, LORI A",DEM,10.11%,884
VENANGO,"SPURGEON, DAVID LEE",DEM,8.98%,786
VENANGO,"WALLACE, STACY MARIE",REP,41.79%,"3,656"
VENANGO,"CROMPTON, DREW",REP,39.12%,"3,422"
WARREN,"DUMAS, LORI A",DEM,16.46%,"2,415"
WARREN,"SPURGEON, DAVID LEE",DEM,14.17%,"2,078"
WARREN,"WALLACE, STACY MARIE",REP,35.90%,"5,266"
WARREN,"CROMPTON, DREW",REP,33.47%,"4,909"
WASHINGTON,"DUMAS, LORI A",DEM,21.38%,"18,416"
WASHINGTON,"SPURGEON, DAVID LEE",DEM,19.35%,"16,664"
WASHINGTON,"WALLACE, STACY MARIE",REP,30.84%,"26,567"
WASHINGTON,"CROMPTON, DREW",REP,28.43%,"24,489"
WAYNE,"DUMAS, LORI A",DEM,17.24%,"3,409"
WAYNE,"SPURGEON, DAVID LEE",DEM,14.81%,"2,929"
WAYNE,"WALLACE, STACY MARIE",REP,35.01%,"6,925"
WAYNE,"CROMPTON, DREW",REP,32.94%,"6,516"
WESTMORELAND,"DUMAS, LORI A",DEM,23.68%,"14,652"
WESTMORELAND,"SPURGEON, DAVID LEE",DEM,21.65%,"13,396"
WESTMORELAND,"WALLACE, STACY MARIE",REP,28.84%,"17,848"
WESTMORELAND,"CROMPTON, DREW",REP,25.84%,"15,990"
WYOMING,"DUMAS, LORI A",DEM,15.65%,"1,867"
WYOMING,"SPURGEON, DAVID LEE",DEM,13.18%,"1,573"
WYOMING,"WALLACE, STACY MARIE",REP,37.86%,"4,517"
WYOMING,"CROMPTON, DREW",REP,33.31%,"3,974"
YORK,"DUMAS, LORI A",DEM,37.03%,"14,842"
YORK,"SPURGEON, DAVID LEE",DEM,33.60%,"13,467"
YORK,"WALLACE, STACY MARIE",REP,15.35%,"6,153"
YORK,"CROMPTON, DREW",REP,14.02%,"5,618"
